id,sales
3001186,195.42555
3001187,194.97166
3001188,194.34636
3001189,197.60344
3001190,194.32954
3001191,199.68053
3001192,195.35649
3001193,193.19936
3001194,193.44875
3001195,181.19347
3001196,192.02946
3001197,165.85472
3001198,184.18538
3001199,130.69948
3001200,143.11067
3001201,134.0609
3001202,146.52617
3001203,143.76323
3001204,147.2646
3001205,140.4629
3001206,122.840904
3001207,142.73637
3001208,151.41206
3001209,147.8821
3001210,134.2744
3001211,148.03224
3001212,151.21867
3001213,150.30238
3001214,153.6894
3001215,154.26094
3001216,154.0601
3001217,150.91005
3001218,156.08366
3001219,156.18105
3001220,162.56114
3001221,158.49834
3001222,160.93062
3001223,167.51576
3001224,168.32753
3001225,169.63582
3001226,174.89046
3001227,172.06618
3001228,159.07237
3001229,167.15498
3001230,924.48315
3001231,844.4436
3001232,826.0754
3001233,855.7156
3001234,849.0604
3001235,848.79065
3001236,840.218
3001237,850.03125
3001238,839.0099
3001239,843.51733
3001240,849.1456
3001241,846.75195
3001242,850.5338
3001243,845.8491
3001244,860.86
3001245,843.0774
3001246,858.33594
3001247,851.041
3001248,855.1122
3001249,850.92017
3001250,854.1278
3001251,843.01843
3001252,851.1709
3001253,847.5381
3001254,852.53296
3001255,850.7229
3001256,849.4435
3001257,851.1897
3001258,848.3804
3001259,844.5851
3001260,840.443
3001261,839.2218
3001262,841.5139
3001263,438.59677
3001264,133.45885
3001265,100.97552
3001266,101.420586
3001267,94.383415
3001268,101.5425
3001269,91.32482
3001270,102.24175
3001271,96.401634
3001272,83.7994
3001273,93.73055
3001274,95.42669
3001275,99.22173
3001276,100.80053
3001277,109.64663
3001278,104.02123
3001279,104.87847
3001280,106.193016
3001281,108.78481
3001282,107.54037
3001283,113.30709
3001284,113.759605
3001285,118.16439
3001286,121.17342
3001287,122.070915
3001288,125.67187
3001289,123.888664
3001290,129.64272
3001291,127.58495
3001292,124.55114
3001293,126.85015
3001294,119.64385
3001295,129.73299
3001296,87.36019
3001297,71.74981
3001298,60.617603
3001299,59.69248
3001300,57.37752
3001301,61.30779
3001302,54.743214
3001303,59.345875
3001304,57.70743
3001305,46.542515
3001306,52.810215
3001307,47.633762
3001308,52.87508
3001309,57.11736
3001310,63.69576
3001311,57.042057
3001312,60.77387
3001313,64.11553
3001314,65.82729
3001315,68.240135
3001316,70.73858
3001317,75.37954
3001318,79.81939
3001319,78.77087
3001320,76.30801
3001321,81.776726
3001322,80.01589
3001323,85.37173
3001324,81.89004
3001325,80.62118
3001326,81.05895
3001327,72.29751
3001328,75.94128
3001329,38.85767
3001330,28.911762
3001331,9.121723
3001332,16.665104
3001333,12.976734
3001334,22.371342
3001335,12.971546
3001336,20.601566
3001337,14.883701
3001338,7.2739296
3001339,15.61861
3001340,18.042973
3001341,19.141102
3001342,17.944431
3001343,28.097416
3001344,23.338017
3001345,22.646885
3001346,22.546497
3001347,25.704319
3001348,24.7737
3001349,30.484684
3001350,31.677189
3001351,36.44936
3001352,37.171665
3001353,38.77022
3001354,41.395786
3001355,40.303425
3001356,46.124805
3001357,45.719807
3001358,44.06499
3001359,45.520267
3001360,35.51148
3001361,44.29012
3001362,8.225361
3001363,26.704403
3001364,44.129604
3001365,39.128063
3001366,46.031963
3001367,34.451046
3001368,38.586422
3001369,31.50874
3001370,38.042416
3001371,38.208263
3001372,32.35655
3001373,23.95097
3001374,23.42384
3001375,28.421017
3001376,12.743938
3001377,14.129086
3001378,13.952801
3001379,13.856213
3001380,10.478481
3001381,12.844433
3001382,8.144131
3001383,11.130917
3001384,8.707714
3001385,10.6789665
3001386,8.852886
3001387,7.780819
3001388,9.18475
3001389,6.6771355
3001390,3.6751668
3001391,3.7736166
3001392,4.38023
3001393,18.044903
3001394,17.141155
3001395,32.55801
3001396,44.617413
3001397,63.225887
3001398,59.683346
3001399,62.777584
3001400,57.06474
3001401,58.22497
3001402,55.145702
3001403,59.434673
3001404,63.714825
3001405,55.119946
3001406,49.446224
3001407,50.681423
3001408,57.17825
3001409,47.474895
3001410,48.15887
3001411,50.3531
3001412,51.229534
3001413,50.490414
3001414,50.699444
3001415,47.93516
3001416,44.57246
3001417,42.031246
3001418,40.496197
3001419,40.75279
3001420,38.703045
3001421,38.94624
3001422,34.59309
3001423,37.779095
3001424,42.138165
3001425,41.43083
3001426,44.79994
3001427,33.78854
3001428,62.202984
3001429,97.859375
3001430,99.24712
3001431,96.032524
3001432,97.67174
3001433,96.65536
3001434,97.402985
3001435,95.20001
3001436,93.72613
3001437,89.40746
3001438,91.29857
3001439,93.66014
3001440,93.30361
3001441,89.07498
3001442,90.32658
3001443,92.74923
3001444,91.27272
3001445,89.097206
3001446,87.68075
3001447,86.467545
3001448,84.87799
3001449,81.10312
3001450,78.32772
3001451,75.9794
3001452,76.74526
3001453,74.55651
3001454,73.7687
3001455,69.88495
3001456,73.511154
3001457,80.91617
3001458,76.56818
3001459,88.201454
3001460,94.04079
3001461,119.69758
3001462,135.44804
3001463,166.65604
3001464,155.34601
3001465,155.22781
3001466,147.77231
3001467,150.15822
3001468,146.61977
3001469,149.84976
3001470,150.68054
3001471,151.11522
3001472,145.83783
3001473,144.7207
3001474,144.12541
3001475,140.6501
3001476,140.33026
3001477,141.00998
3001478,140.77711
3001479,138.58287
3001480,138.66014
3001481,135.63396
3001482,134.66205
3001483,130.41522
3001484,128.16063
3001485,125.69767
3001486,123.4852
3001487,123.762665
3001488,120.66681
3001489,119.30791
3001490,127.41853
3001491,128.79298
3001492,135.20255
3001493,149.1141
3001494,148.66666
3001495,170.55562
3001496,179.0111
3001497,179.82977
3001498,187.29807
3001499,187.99321
3001500,188.83102
3001501,187.24564
3001502,189.20401
3001503,194.94293
3001504,189.61378
3001505,181.53026
3001506,178.87955
3001507,181.6561
3001508,175.00763
3001509,172.51796
3001510,172.81313
3001511,172.94829
3001512,171.43951
3001513,171.58551
3001514,169.4581
3001515,170.32123
3001516,170.68456
3001517,172.04443
3001518,171.23074
3001519,170.64084
3001520,173.05219
3001521,170.44359
3001522,170.3823
3001523,169.59445
3001524,171.20271
3001525,176.91827
3001526,166.56857
3001527,170.26958
3001528,213.905
3001529,227.35725
3001530,227.24347
3001531,228.4899
3001532,230.14679
3001533,231.75574
3001534,232.95186
3001535,232.3497
3001536,237.9092
3001537,246.04822
3001538,238.96284
3001539,236.02287
3001540,230.75697
3001541,233.47646
3001542,230.00826
3001543,228.35254
3001544,225.80583
3001545,223.58754
3001546,219.09387
3001547,218.55537
3001548,215.62157
3001549,215.14923
3001550,213.5209
3001551,212.68413
3001552,215.45764
3001553,214.53197
3001554,215.20244
3001555,213.50705
3001556,214.78181
3001557,212.21187
3001558,224.38884
3001559,219.74284
3001560,166.47986
3001561,246.98221
3001562,290.99637
3001563,285.49753
3001564,282.52078
3001565,287.9613
3001566,282.3073
3001567,280.69168
3001568,276.01907
3001569,280.35236
3001570,287.0114
3001571,277.36444
3001572,274.2142
3001573,269.8692
3001574,274.17758
3001575,269.88333
3001576,267.79898
3001577,264.8369
3001578,262.38815
3001579,258.26358
3001580,257.8259
3001581,254.48131
3001582,254.10623
3001583,252.83788
3001584,254.69388
3001585,255.03639
3001586,252.50253
3001587,254.92876
3001588,253.67894
3001589,256.71982
3001590,252.09126
3001591,264.50812
3001592,258.87463
3001593,647.22754
3001594,804.43164
3001595,783.45636
3001596,809.8608
3001597,807.9443
3001598,806.3535
3001599,802.2782
3001600,806.50793
3001601,803.1262
3001602,803.9018
3001603,807.4575
3001604,808.1123
3001605,811.8887
3001606,806.9029
3001607,815.3686
3001608,809.6508
3001609,816.0584
3001610,813.1151
3001611,812.0897
3001612,814.65576
3001613,813.19916
3001614,809.6607
3001615,813.29443
3001616,813.7882
3001617,814.44104
3001618,815.15424
3001619,814.1988
3001620,815.15
3001621,813.0445
3001622,811.67834
3001623,809.30145
3001624,799.2312
3001625,806.5785
3001626,298.32867
3001627,300.96268
3001628,310.0158
3001629,309.5712
3001630,312.7448
3001631,313.7834
3001632,315.01102
3001633,312.03552
3001634,311.70895
3001635,312.17725
3001636,316.836
3001637,310.39523
3001638,311.07834
3001639,309.65692
3001640,308.2387
3001641,307.63385
3001642,309.938
3001643,310.2183
3001644,308.81943
3001645,308.86548
3001646,308.3917
3001647,308.84058
3001648,308.34604
3001649,308.00143
3001650,310.96457
3001651,309.15247
3001652,309.7479
3001653,308.80118
3001654,312.53174
3001655,314.7996
3001656,312.8633
3001657,306.84903
3001658,309.6437
3001659,298.01697
3001660,330.58023
3001661,353.74756
3001662,362.7628
3001663,368.02573
3001664,366.93542
3001665,365.33273
3001666,364.23154
3001667,363.57596
3001668,375.93472
3001669,371.43774
3001670,358.38583
3001671,357.10495
3001672,358.79956
3001673,356.205
3001674,350.2746
3001675,348.4414
3001676,345.66782
3001677,346.14355
3001678,346.69745
3001679,349.64972
3001680,346.66885
3001681,347.87897
3001682,347.23505
3001683,357.46564
3001684,352.0715
3001685,354.82224
3001686,351.9396
3001687,359.68066
3001688,361.6009
3001689,361.21616
3001690,359.84393
3001691,367.65698
3001692,388.51913
3001693,390.17728
3001694,400.9194
3001695,403.32922
3001696,401.98938
3001697,404.29062
3001698,400.7904
3001699,400.4964
3001700,398.44217
3001701,400.50275
3001702,399.71075
3001703,395.09296
3001704,395.93866
3001705,397.61194
3001706,396.1948
3001707,393.162
3001708,393.78586
3001709,392.9749
3001710,392.036
3001711,390.89844
3001712,390.32913
3001713,389.97186
3001714,389.7359
3001715,389.55173
3001716,392.1829
3001717,391.33643
3001718,392.169
3001719,391.24948
3001720,396.07245
3001721,399.2954
3001722,396.75787
3001723,395.06693
3001724,397.58533
3001725,397.27603
3001726,416.8807
3001727,444.88223
3001728,445.03445
3001729,443.11108
3001730,441.34747
3001731,438.0678
3001732,436.03534
3001733,433.15823
3001734,436.20938
3001735,438.60178
3001736,432.2691
3001737,431.584
3001738,431.77676
3001739,430.58444
3001740,429.62003
3001741,430.18457
3001742,429.5228
3001743,429.1697
3001744,429.88898
3001745,430.2095
3001746,431.1623
3001747,430.85864
3001748,431.55157
3001749,434.3225
3001750,432.92654
3001751,435.62524
3001752,436.0094
3001753,440.902
3001754,445.26288
3001755,442.6323
3001756,445.75262
3001757,447.81982
3001758,467.87875
3001759,472.8111
3001760,488.98776
3001761,485.61478
3001762,486.4984
3001763,483.91995
3001764,481.66388
3001765,481.03052
3001766,480.47705
3001767,494.07495
3001768,488.722
3001769,473.93976
3001770,474.7004
3001771,479.24747
3001772,478.12762
3001773,471.5536
3001774,472.4776
3001775,472.12292
3001776,471.19925
3001777,469.17175
3001778,468.6669
3001779,466.82156
3001780,466.53497
3001781,465.93536
3001782,468.2557
3001783,467.95032
3001784,469.27148
3001785,470.1178
3001786,475.93564
3001787,479.79123
3001788,481.80353
3001789,480.32193
3001790,491.92032
3001791,497.76477
3001792,507.89145
3001793,528.3307
3001794,528.8069
3001795,529.2867
3001796,528.8088
3001797,524.265
3001798,522.9072
3001799,520.1199
3001800,522.4807
3001801,521.94763
3001802,517.5682
3001803,518.756
3001804,521.081
3001805,520.07184
3001806,518.1489
3001807,519.24603
3001808,518.938
3001809,518.963
3001810,518.3301
3001811,518.94415
3001812,518.0169
3001813,516.62494
3001814,515.6239
3001815,518.0146
3001816,516.71204
3001817,518.96814
3001818,518.70074
3001819,523.274
3001820,526.27563
3001821,525.20557
3001822,531.19977
3001823,532.1499
3001824,547.76556
3001825,569.8867
3001826,580.61176
3001827,574.55444
3001828,576.6618
3001829,571.8901
3001830,569.74835
3001831,568.7319
3001832,569.8934
3001833,588.33057
3001834,579.2866
3001835,565.241
3001836,566.13074
3001837,573.187
3001838,569.978
3001839,564.94977
3001840,565.6718
3001841,565.066
3001842,564.51843
3001843,562.2151
3001844,563.0719
3001845,560.7964
3001846,560.96124
3001847,560.47076
3001848,568.2482
3001849,564.0459
3001850,566.06464
3001851,565.4424
3001852,571.9388
3001853,571.1182
3001854,568.5181
3001855,576.99866
3001856,562.4638
3001857,543.9055
3001858,626.99
3001859,617.7455
3001860,602.67316
3001861,597.54596
3001862,610.26575
3001863,607.1561
3001864,607.88116
3001865,606.208
3001866,609.21497
3001867,604.97894
3001868,600.5218
3001869,602.0929
3001870,608.2775
3001871,604.6251
3001872,600.1879
3001873,603.41656
3001874,603.92444
3001875,603.763
3001876,603.0437
3001877,603.53577
3001878,600.9559
3001879,600.94745
3001880,599.4715
3001881,601.2412
3001882,599.73456
3001883,598.1146
3001884,596.74243
3001885,598.68854
3001886,601.7343
3001887,599.5587
3001888,610.80743
3001889,606.5177
3001890,602.53876
3001891,634.5261
3001892,659.3195
3001893,661.16223
3001894,662.41077
3001895,657.81903
3001896,654.1453
3001897,652.6604
3001898,651.1942
3001899,651.8269
3001900,649.02057
3001901,645.3637
3001902,645.39276
3001903,648.43396
3001904,646.2807
3001905,642.4754
3001906,643.4931
3001907,643.4451
3001908,642.5707
3001909,641.0774
3001910,640.3429
3001911,638.51013
3001912,638.14166
3001913,637.9376
3001914,638.9565
3001915,640.48065
3001916,641.6545
3001917,642.3839
3001918,644.53564
3001919,646.43384
3001920,648.21515
3001921,669.8247
3001922,662.20886
3001923,689.30817
3001924,672.2269
3001925,683.9694
3001926,688.57434
3001927,704.9231
3001928,692.27936
3001929,690.7394
3001930,690.8675
3001931,697.03107
3001932,734.76483
3001933,704.3554
3001934,680.0385
3001935,688.9297
3001936,709.63025
3001937,695.6345
3001938,685.7072
3001939,691.1416
3001940,692.0293
3001941,691.26733
3001942,690.26843
3001943,689.9993
3001944,687.8687
3001945,688.0377
3001946,686.4728
3001947,690.7308
3001948,685.8009
3001949,685.7585
3001950,684.2986
3001951,686.6316
3001952,684.64197
3001953,675.2462
3001954,687.5431
3001955,657.3839
3001956,847.53613
3001957,780.2513
3001958,728.7791
3001959,782.6291
3001960,771.05865
3001961,775.1634
3001962,766.8269
3001963,773.1288
3001964,765.73224
3001965,764.9791
3001966,774.1708
3001967,771.39087
3001968,774.74066
3001969,769.069
3001970,780.6636
3001971,770.7434
3001972,778.00385
3001973,774.95514
3001974,774.7705
3001975,775.80914
3001976,774.3184
3001977,770.10156
3001978,774.66724
3001979,774.6426
3001980,775.44666
3001981,776.1139
3001982,775.11285
3001983,776.46277
3001984,774.1139
3001985,773.87274
3001986,771.2349
3001987,761.8302
3001988,771.35425
3001989,532.30756
3001990,736.1686
3001991,805.5297
3001992,747.265
3001993,745.4758
3001994,744.72174
3001995,739.7764
3001996,738.0031
3001997,737.3601
3001998,755.38104
3001999,741.53986
3002000,725.6593
3002001,730.77625
3002002,742.29785
3002003,737.0301
3002004,727.15234
3002005,730.90967
3002006,732.2751
3002007,732.3812
3002008,730.4326
3002009,731.0952
3002010,728.79834
3002011,729.1227
3002012,727.78217
3002013,729.3412
3002014,727.8025
3002015,726.49506
3002016,726.0155
3002017,727.02826
3002018,726.91046
3002019,726.01306
3002020,747.9642
3002021,729.07996
3002022,760.08636
3002023,776.73065
3002024,780.93146
3002025,777.2571
3002026,784.1246
3002027,780.585
3002028,778.66187
3002029,778.45154
3002030,779.28546
3002031,781.5003
3002032,778.47107
3002033,775.2178
3002034,775.54755
3002035,780.3108
3002036,777.86566
3002037,772.9341
3002038,774.48737
3002039,774.30493
3002040,773.5504
3002041,771.4004
3002042,771.0507
3002043,767.7886
3002044,767.6122
3002045,766.19775
3002046,767.02576
3002047,766.21173
3002048,762.91736
3002049,763.0992
3002050,761.2527
3002051,758.6388
3002052,758.7745
3002053,788.6986
3002054,766.6458
3002055,798.44977
3002056,788.24603
3002057,806.14954
3002058,809.85803
3002059,819.12225
3002060,814.9489
3002061,816.4124
3002062,815.8851
3002063,820.6666
3002064,825.3489
3002065,817.95667
3002066,811.9239
3002067,814.1378
3002068,826.3941
3002069,817.23346
3002070,809.9998
3002071,814.58295
3002072,814.97546
3002073,813.2782
3002074,812.111
3002075,811.08374
3002076,808.72363
3002077,808.324
3002078,806.85974
3002079,807.8358
3002080,805.78864
3002081,803.92993
3002082,803.37506
3002083,799.6838
3002084,796.12134
3002085,795.4609
3002086,837.2159
3002087,794.621
3002088,719.88275
3002089,885.6907
3002090,869.3903
3002091,872.63513
3002092,882.3505
3002093,871.98956
3002094,871.69617
3002095,870.83795
3002096,875.8811
3002097,916.5031
3002098,877.95807
3002099,859.6351
3002100,870.2132
3002101,890.53644
3002102,874.6058
3002103,864.6618
3002104,870.96246
3002105,871.73987
3002106,870.157
3002107,869.0558
3002108,869.6742
3002109,867.622
3002110,868.1836
3002111,866.7817
3002112,869.8393
3002113,865.9679
3002114,867.4601
3002115,866.42786
3002116,859.9645
3002117,852.2013
3002118,837.90967
3002119,871.09247
3002120,843.8475
3002121,883.6061
3002122,926.43555
3002123,892.86804
3002124,901.35266
3002125,906.177
3002126,904.9011
3002127,905.2163
3002128,906.3135
3002129,906.8844
3002130,907.5116
3002131,904.37164
3002132,902.0475
3002133,903.07904
3002134,909.5834
3002135,904.0177
3002136,898.66284
3002137,898.9258
3002138,899.46436
3002139,896.58594
3002140,893.80115
3002141,890.4702
3002142,890.4406
3002143,888.6794
3002144,888.74615
3002145,886.51074
3002146,885.4842
3002147,886.6022
3002148,887.2667
3002149,884.28174
3002150,877.93335
3002151,881.9222
3002152,945.4524
3002153,904.8115
3002154,867.45844
3002155,918.2274
3002156,970.1579
3002157,948.48486
3002158,952.23987
3002159,951.9248
3002160,951.53235
3002161,950.6696
3002162,953.3766
3002163,956.311
3002164,953.88605
3002165,953.03467
3002166,952.15594
3002167,959.2409
3002168,950.37885
3002169,949.2647
3002170,947.18695
3002171,945.7037
3002172,943.3145
3002173,938.14154
3002174,932.3281
3002175,941.5162
3002176,940.59216
3002177,942.1112
3002178,937.8162
3002179,943.1913
3002180,938.5398
3002181,941.4929
3002182,933.7294
3002183,921.0259
3002184,922.25183
3002185,965.4261
3002186,908.86816
3002187,634.0058
3002188,964.54706
3002189,1001.3938
3002190,982.5285
3002191,989.0355
3002192,997.2774
3002193,998.04266
3002194,995.1859
3002195,997.0692
3002196,998.8202
3002197,996.572
3002198,994.0789
3002199,992.06854
3002200,1001.8928
3002201,986.8743
3002202,988.3416
3002203,987.1947
3002204,986.7727
3002205,981.35205
3002206,981.93066
3002207,978.42206
3002208,986.33295
3002209,986.445
3002210,988.2354
3002211,986.8706
3002212,990.44324
3002213,990.74994
3002214,991.8404
3002215,995.02057
3002216,998.64154
3002217,1003.5402
3002218,1032.1011
3002219,1031.9142
3002220,1039.72
3002221,1047.99
3002222,1042.4929
3002223,1045.2648
3002224,1050.0029
3002225,1047.0249
3002226,1046.7455
3002227,1043.1182
3002228,1045.5339
3002229,1046.7035
3002230,1043.6422
3002231,1041.5886
3002232,1039.1163
3002233,1046.337
3002234,1035.9446
3002235,1036.6716
3002236,1033.2522
3002237,1033.1172
3002238,1029.8276
3002239,1029.083
3002240,1026.8109
3002241,1027.7588
3002242,1028.0553
3002243,1029.582
3002244,1026.7361
3002245,1031.1799
3002246,1030.7966
3002247,1032.4637
3002248,1034.4385
3002249,1037.4313
3002250,1042.8301
3002251,1072.2115
3002252,1069.508
3002253,1075.5712
3002254,1086.4336
3002255,1081.2292
3002256,1084.3346
3002257,1089.2677
3002258,1086.7072
3002259,1087.0302
3002260,1082.9191
3002261,1086.2687
3002262,1086.9369
3002263,1084.4799
3002264,1082.5416
3002265,1080.2368
3002266,1089.6404
3002267,1076.9937
3002268,1078.4374
3002269,1074.714
3002270,1075.1434
3002271,1071.0868
3002272,1070.9349
3002273,1068.0353
3002274,1070.162
3002275,1069.1995
3002276,1071.212
3002277,1066.0416
3002278,1071.1831
3002279,1069.2579
3002280,1071.6792
3002281,1072.1837
3002282,1074.5018
3002283,1080.6879
3002284,1110.82
3002285,1104.6141
3002286,1110.7019
3002287,1108.4801
3002288,1109.106
3002289,1119.6298
3002290,1121.4827
3002291,1120.6062
3002292,1121.7802
3002293,1120.2979
3002294,1123.1696
3002295,1124.4984
3002296,1122.7587
3002297,1121.5231
3002298,1120.0062
3002299,1127.538
3002300,1118.9598
3002301,1118.8339
3002302,1116.821
3002303,1117.562
3002304,1106.1924
3002305,1110.3973
3002306,1107.5037
3002307,1111.2739
3002308,1108.7427
3002309,1110.2291
3002310,1102.0332
3002311,1108.6595
3002312,1100.671
3002313,1103.881
3002314,1090.593
3002315,1066.3099
3002316,1065.8767
3002317,1130.9601
3002318,1023.27545
3002319,698.6378
3002320,726.32446
3002321,679.8089
3002322,728.407
3002323,719.7121
3002324,736.48224
3002325,724.2272
3002326,735.0452
3002327,726.93274
3002328,723.13544
3002329,729.89594
3002330,733.9201
3002331,739.3167
3002332,735.3862
3002333,731.024
3002334,735.8482
3002335,739.05774
3002336,736.1575
3002337,733.246
3002338,737.7727
3002339,736.8116
3002340,733.5898
3002341,737.28656
3002342,738.21375
3002343,739.5559
3002344,740.957
3002345,738.9261
3002346,740.84705
3002347,738.29584
3002348,738.2485
3002349,732.439
3002350,729.6568
3002351,724.90247
3002352,712.5007
3002353,1148.7006
3002354,1182.0802
3002355,1140.9902
3002356,1179.9182
3002357,1169.7166
3002358,1178.2339
3002359,1181.3245
3002360,1188.9019
3002361,1194.2743
3002362,1188.2025
3002363,1187.0693
3002364,1189.2726
3002365,1203.7742
3002366,1182.5325
3002367,1183.4072
3002368,1185.6306
3002369,1190.6953
3002370,1191.303
3002371,1189.6819
3002372,1185.0869
3002373,1188.3187
3002374,1177.5865
3002375,1168.8824
3002376,1177.7911
3002377,1175.2551
3002378,1175.6093
3002379,1169.2543
3002380,1179.9061
3002381,1194.3612
3002382,1199.3391
3002383,1247.6047
3002384,1178.244
3002385,1224.7987
3002386,1210.2814
3002387,1206.1967
3002388,1234.9645
3002389,1243.8596
3002390,1217.1875
3002391,1222.1207
3002392,1218.4135
3002393,1230.455
3002394,1229.9792
3002395,1219.0969
3002396,1215.8734
3002397,1218.5613
3002398,1238.8671
3002399,1212.2493
3002400,1213.7446
3002401,1217.8416
3002402,1222.6622
3002403,1219.1057
3002404,1222.3208
3002405,1221.1472
3002406,1221.7423
3002407,1216.3854
3002408,1215.681
3002409,1218.4409
3002410,1216.1808
3002411,1218.5228
3002412,1214.1334
3002413,1221.395
3002414,1222.9254
3002415,1225.8738
3002416,1284.2539
3002417,1213.6847
3002418,1249.9053
3002419,1255.6481
3002420,1223.057
3002421,1259.2227
3002422,1245.2119
3002423,1250.4578
3002424,1249.8451
3002425,1247.2325
3002426,1252.1914
3002427,1252.0087
3002428,1250.8052
3002429,1247.6547
